question_id,type,difficulty,topic,question,option_a,option_b,option_c,option_d,correct_option,
636,Credit Scores,True/False,Hard,Good credit scores make borrowing easier and cheaper.,TRUE,FALSE,,,A,
637,Commodities,True/False,Hard,Prices of commodities like oil and gold can fluctuate due to demand and supply.,TRUE,FALSE,,,A,
638,ETFs,True/False,Hard,ETFs provide diversification with the flexibility of trading like stocks.,TRUE,FALSE,,,A,
639,Budgeting,True/False,Hard,Budgets can prevent overspending and help save for goals.,TRUE,FALSE,,,A,
640,Digital Payments,True/False,Hard,It is unsafe to share banking passwords even with family.,TRUE,FALSE,,,A,
641,Risk Management,True/False,Hard,Risk assessment is a key step in financial decision making.,TRUE,FALSE,,,A,
642,Interest,True/False,Hard,Simple interest is calculated only on the principal amount.,TRUE,FALSE,,,A,
643,Inflation,True/False,Hard,Rising inflation reduces the real value of money saved.,TRUE,FALSE,,,A,
644,Entrepreneurship,True/False,Hard,Launching products without market research increases business risk.,TRUE,FALSE,,,A,
645,Taxation,True/False,Hard,Understanding tax laws helps optimize savings.,TRUE,FALSE,,,A,
646,Credit Scores,True/False,Hard,Missed payments do not affect credit score.,TRUE,FALSE,,,B,
647,Commodities,True/False,Hard,Commodity prices can be affected by global economic conditions.,TRUE,FALSE,,,A,
648,ETFs,True/False,Hard,ETFs can be traded like regular stocks on exchanges.,TRUE,FALSE,,,A,
649,Budgeting,True/False,Hard,Regularly reviewing budgets helps in controlling expenses.,TRUE,FALSE,,,A,
650,Frauds & Financial Safety,MCQ,Hard,A message claims prize money and asks for bank details. What should be done?,Reply immediately,Share details,Delete and report,Forward to friends,C,
651,Behavioral Finance,True False,Hard,Investors often hold losing stocks hoping prices will recover.,TRUE,FALSE,,,A,
652,Behavioral Finance,True False,Hard,Loss aversion can cause poor financial decisions.,TRUE,FALSE,,,A,
653,Financial Planning,True False,Hard,Long term goals should ignore inflation effects.,TRUE,FALSE,,,B,
654,Financial Planning,True False,Hard,Financial plans should change with income changes.,TRUE,FALSE,,,A,
655,Risk Management,True False,Hard,Risk cannot be reduced but can be managed.,TRUE,FALSE,,,A,
656,Risk Management,True False,Hard,All risks should be completely avoided.,TRUE,FALSE,,,B,
657,Interest,True False,Hard,Compounding frequency affects final investment value.,TRUE,FALSE,,,A,
658,Interest,True False,Hard,Interest rate has no effect on loan cost.,TRUE,FALSE,,,B,
659,Inflation,True False,Hard,Inflation reduces the purchasing power of fixed income earners.,TRUE,FALSE,,,A,
660,Inflation,True False,Hard,Deflation always improves economic growth.,TRUE,FALSE,,,B,
661,Credit Scores,True False,Hard,Credit history length impacts credit score.,TRUE,FALSE,,,A,
662,Credit Scores,True False,Hard,Paying bills early harms credit score.,TRUE,FALSE,,,B,
663,Taxation,True False,Hard,Tax evasion is illegal while tax planning is legal.,TRUE,FALSE,,,A,
664,Taxation,True False,Hard,Higher income groups never get tax benefits.,TRUE,FALSE,,,B,
665,Mutual Funds,True False,Hard,Market risk affects mutual fund returns.,TRUE,FALSE,,,A,
666,Mutual Funds,True False,Hard,Mutual fund NAV stays constant.,TRUE,FALSE,,,B,
667,Real Estate,True False,Hard,Rental yield and capital appreciation are two return sources.,TRUE,FALSE,,,A,
668,Real Estate,True False,Hard,Property investment has zero maintenance cost.,TRUE,FALSE,,,B,
669,Banking Regulations,True False,Hard,Banking regulations aim to protect depositors.,TRUE,FALSE,,,A,
670,Banking Regulations,True False,Hard,Banks can lend unlimited money without rules.,TRUE,FALSE,,,B,
671,Sustainable Finance,True False,Hard,Sustainable finance considers environmental impact.,TRUE,FALSE,,,A,
672,Sustainable Finance,True False,Hard,Sustainable investing ignores profitability.,TRUE,FALSE,,,B,
673,Behavioral Finance,True False,Hard,Herd behavior can inflate asset bubbles.,TRUE,FALSE,,,A,
674,Behavioral Finance,True False,Hard,Investors are always rational.,TRUE,FALSE,,,B,
675,Financial Planning,True False,Hard,Emergency funds should be easily accessible.,TRUE,FALSE,,,A,
676,Financial Planning,True False,Hard,Emergency funds should be invested in volatile assets.,TRUE,FALSE,,,B,
677,Risk Management,True False,Hard,Insurance shifts risk rather than removes it.,TRUE,FALSE,,,A,
678,Risk Management,True False,Hard,Higher diversification always increases returns.,TRUE,FALSE,,,B,
679,Interest,True False,Hard,Higher interest rates increase EMI amounts.,TRUE,FALSE,,,A,
680,Interest,True False,Hard,Simple interest grows faster than compound interest long term.,TRUE,FALSE,,,B,
681,Inflation,True False,Hard,Inflation benefits borrowers with fixed rate loans.,TRUE,FALSE,,,A,
682,Inflation,True False,Hard,Inflation improves real savings value.,TRUE,FALSE,,,B,
683,Credit Scores,True False,Hard,High credit utilization can lower credit score.,TRUE,FALSE,,,A,
684,Credit Scores,True False,Hard,Credit score matters only for loans.,TRUE,FALSE,,,B,
685,Taxation,True False,Hard,Indirect taxes affect all income groups equally.,TRUE,FALSE,,,B,
686,Taxation,True False,Hard,Filing accurate returns reduces legal risk.,TRUE,FALSE,,,A,
687,Mutual Funds,True False,Hard,Expense ratio affects long term fund returns.,TRUE,FALSE,,,A,
688,Mutual Funds,True False,Hard,Mutual funds have no market exposure.,TRUE,FALSE,,,B,
689,Real Estate,True False,Hard,Interest rate changes impact property demand.,TRUE,FALSE,,,A,
690,Real Estate,True False,Hard,Real estate is always liquid.,TRUE,FALSE,,,B,
691,Banking Regulations,True False,Hard,Capital adequacy norms ensure bank stability.,TRUE,FALSE,,,A,
692,Banking Regulations,True False,Hard,Banking rules exist only to limit profits.,TRUE,FALSE,,,B,
693,Sustainable Finance,True False,Hard,ESG factors influence investment decisions.,TRUE,FALSE,,,A,
694,Sustainable Finance,True False,Hard,Sustainable finance ignores social impact.,TRUE,FALSE,,,B,
695,Behavioral Finance,True False,Hard,Anchoring bias affects price expectations.,TRUE,FALSE,,,A,
696,Behavioral Finance,True False,Hard,Past returns guarantee future returns.,TRUE,FALSE,,,B,
697,Financial Planning,True False,Hard,Diversification should align with goals.,TRUE,FALSE,,,A,
698,Risk Management,True False,Hard,Risk free investments do not exist in reality.,TRUE,FALSE,,,A,
699,Banking Regulations,True False,Hard,Deposit insurance protects small depositors.,TRUE,FALSE,,,A,
700,Sustainable Finance,True False,Hard,Greenwashing misleads investors.,TRUE,FALSE,,,A,
701,Behavioral Finance,True False,Hard,People tend to value losses more than equal gains.,TRUE,FALSE,,,A,
702,Behavioral Finance,MCQ,Hard,Which bias causes investors to follow the crowd?,Anchoring,Herd behavior,Confirmation bias,Loss aversion,B,
703,Financial Planning,True False,Hard,Long term goals require higher inflation adjustment.,TRUE,FALSE,,,A,
704,Financial Planning,MCQ,Hard,Which factor matters most while setting retirement goals?,Current income,Inflation adjusted future needs,Friends income,Market trends,B,
705,Risk Management,True False,Hard,Higher return potential usually involves higher risk.,TRUE,FALSE,,,A,
706,Risk Management,MCQ,Hard,Which action best reduces unsystematic risk?,Market timing,Diversification,Higher leverage,Short term trading,B,
707,Interest,True False,Hard,Compounding benefits increase with time duration.,TRUE,FALSE,,,A,
708,Interest,MCQ,Hard,Which loan costs more over long term at same rate?,Short tenure loan,Compound interest loan,Simple interest loan,No difference,B,
709,Inflation,True False,Hard,Inflation affects fixed income earners negatively.,TRUE,FALSE,,,A,
710,Inflation,MCQ,Hard,Which investment best protects against inflation?,Cash savings,Fixed deposit,Equity over long term,Idle money,C,
711,Credit Scores,True False,Hard,High credit utilization lowers credit score.,TRUE,FALSE,,,A,
712,Credit Scores,MCQ,Hard,Which action improves credit score fastest?,Missing payments,Paying dues on time,Taking many loans,Closing old accounts,B,
713,Taxation,True False,Hard,Tax planning and tax evasion are different.,TRUE,FALSE,,,A,
714,Taxation,MCQ,Hard,Which income is usually taxed at source?,Interest income,Salary income,Gift from parents,Scholarship,B,
715,Mutual Funds,True False,Hard,Market risk affects mutual fund returns.,TRUE,FALSE,,,A,
716,Mutual Funds,MCQ,Hard,Which fund is least volatile generally?,Equity fund,Sector fund,Debt fund,Small cap fund,C,
717,Real Estate,True False,Hard,Property demand is influenced by interest rates.,TRUE,FALSE,,,A,
718,Real Estate,MCQ,Hard,Which factor impacts property price most?,Paint quality,Location,Interior design,Owner reputation,B,
719,International Trade,True False,Hard,Currency exchange rates affect import prices.,TRUE,FALSE,,,A,
720,International Trade,MCQ,Hard,Weak domestic currency makes exports?,Less competitive,More competitive,Unaffected,Illegal,B,
721,Personal Finance Behavior,True False,Hard,Lifestyle inflation can reduce long term savings.,TRUE,FALSE,,,A,
722,Personal Finance Behavior,MCQ,Hard,Which habit improves financial stability most?,Impulse spending,Regular saving,Ignoring budget,Using credit often,B,
723,Behavioral Finance,True False,Hard,Confirmation bias ignores opposing information.,TRUE,FALSE,,,A,
724,Behavioral Finance,MCQ,Hard,Which bias causes fear based selling?,Overconfidence,Loss aversion,Anchoring,Rationality,B,
725,Financial Planning,True False,Hard,Emergency funds should cover multiple months expenses.,TRUE,FALSE,,,A,
726,Financial Planning,MCQ,Hard,Best place for emergency fund is?,Equity funds,Real estate,Liquid savings,Long term bonds,C,
727,Risk Management,True False,Hard,Insurance transfers financial risk.,TRUE,FALSE,,,A,
728,Risk Management,MCQ,Hard,Which risk cannot be diversified away?,Company risk,Market risk,Business risk,Operational risk,B,
729,Interest,True False,Hard,Higher compounding frequency increases returns.,TRUE,FALSE,,,A,
730,Interest,MCQ,Hard,Which deposit grows fastest at same rate?,Annual compounding,Quarterly compounding,Simple interest,No compounding,B,
731,Inflation,True False,Hard,Inflation benefits fixed deposit investors.,TRUE,FALSE,,,B,
732,Inflation,MCQ,Hard,If income grows slower than inflation then living standard?,Improves,Remains same,Declines,Becomes stable,C,
733,Credit Scores,True False,Hard,Late payments remain on credit report for years.,TRUE,FALSE,,,A,
734,Credit Scores,MCQ,Hard,Which factor affects credit score most?,Income level,Payment history,Education,Age,B,
735,Taxation,True False,Hard,Indirect taxes affect consumers directly.,TRUE,FALSE,,,A,
736,Taxation,MCQ,Hard,Which tax is included in product price?,Income tax,GST,Wealth tax,Capital gains tax,B,
737,Mutual Funds,True False,Hard,Expense ratio impacts long term returns.,TRUE,FALSE,,,A,
738,Mutual Funds,MCQ,Hard,NAV represents?,Total fund value,Per unit value,Profit earned,Market price,B,
739,International Trade,True False,Hard,Trade deficits mean imports exceed exports.,TRUE,FALSE,,,A,
740,International Trade,MCQ,Hard,Tariffs make imports?,Cheaper,More expensive,Illegal,Irrelevant,B,
741,Personal Finance Behavior,True False,Hard,Delayed gratification improves financial outcomes.,TRUE,FALSE,,,A,
742,Personal Finance Behavior,MCQ,Hard,Which behavior increases debt risk?,Budgeting,Impulse buying,Saving first,Tracking expenses,B,
743,Behavioral Finance,True False,Hard,Past market performance guarantees future returns.,TRUE,FALSE,,,B,
744,Financial Planning,MCQ,Hard,Goal based investing helps in?,Random allocation,Discipline and focus,Market timing,Risk elimination,B,
745,Risk Management,True False,Hard,Zero risk investment exists in real world.,TRUE,FALSE,,,B,
746,Interest,MCQ,Hard,EMI increases when interest rate?,Decreases,Increases,Is constant,Is ignored,B,
747,Inflation,True False,Hard,Inflation reduces value of idle cash.,TRUE,FALSE,,,A,
748,Credit Scores,MCQ,Hard,Closing old credit cards usually?,Improves score,Harms score,No impact,Doubles score,B,
749,International Trade,True False,Hard,Exchange rate volatility impacts exporters.,TRUE,FALSE,,,A,
750,Personal Finance Behavior,True False,Hard,Financial discipline matters more than income alone.,TRUE,FALSE,,,A,
751,Insurance,True False,Hard,Insurance works on the principle of risk pooling.,TRUE,FALSE,,,A,
752,Insurance,MCQ,Hard,Which insurance is mandatory for vehicles in India?,Health insurance,Life insurance,Third party motor insurance,Travel insurance,C,
753,Digital Payments,True False,Hard,UPI transactions require internet connectivity.,TRUE,FALSE,,,A,
754,Digital Payments,MCQ,Hard,Which factor improves digital payment security most?,Sharing OTP,Strong authentication,Public WiFi use,Same password,B,
755,Financial Planning,True False,Hard,Financial goals should be time bound.,TRUE,FALSE,,,A,
756,Financial Planning,MCQ,Hard,Short term goals usually require which type of investment?,High risk equity,Stable liquid options,Real estate,Venture capital,B,
757,Risk Management,True False,Hard,Diversification eliminates all investment risk.,TRUE,FALSE,,,B,
758,Risk Management,MCQ,Hard,Which tool transfers risk instead of reducing it?,Diversification,Hedging,Insurance,Budgeting,C,
759,Inflation,True False,Hard,Inflation impacts purchasing power.,TRUE,FALSE,,,A,
760,Inflation,MCQ,Hard,Which group benefits most from inflation?,Fixed salary earners,Borrowers,Pensioners,Savers,B,
761,Credit Scores,True False,Hard,Checking your own credit score reduces it.,TRUE,FALSE,,,B,
762,Credit Scores,MCQ,Hard,Which loan repayment behavior is best?,Minimum payment,Late payment,Full payment on time,Skipping payments,C,
763,Taxation,True False,Hard,Tax planning is legal.,TRUE,FALSE,,,A,
764,Taxation,MCQ,Hard,Which tax is progressive in nature?,GST,Income tax,Customs duty,Excise duty,B,
765,Mutual Funds,True False,Hard,SIP reduces timing risk.,TRUE,FALSE,,,A,
766,Mutual Funds,MCQ,Hard,Which fund invests mainly in government securities?,Equity fund,Debt fund,Index fund,Sector fund,B,
767,Real Estate,True False,Hard,Real estate investment is highly liquid.,TRUE,FALSE,,,B,
768,Real Estate,MCQ,Hard,Which cost is recurring in property ownership?,Stamp duty,Registration,Maintenance cost,Brokerage,C,
769,International Trade,True False,Hard,Imports increase consumer choice.,TRUE,FALSE,,,A,
770,International Trade,MCQ,Hard,Which organization regulates global trade rules?,IMF,World Bank,WTO,UNDP,C,
771,Personal Finance Behavior,True False,Hard,Budgeting helps control unnecessary spending.,TRUE,FALSE,,,A,
772,Personal Finance Behavior,MCQ,Hard,Which habit leads to financial stress?,Saving first,Tracking expenses,Living beyond means,Emergency fund,C,
773,Insurance,True False,Hard,Higher premium generally means higher coverage.,TRUE,FALSE,,,A,
774,Insurance,MCQ,Hard,Which insurance protects earning capacity?,Vehicle insurance,Life insurance,Health insurance,Property insurance,B,
775,Digital Payments,True False,Hard,Digital wallets store money electronically.,TRUE,FALSE,,,A,
776,Digital Payments,MCQ,Hard,Which digital payment method links directly to bank accounts?,Wallet,Credit card,UPI,Gift card,C,
777,Financial Planning,True False,Hard,Financial planning is only for rich people.,TRUE,FALSE,,,B,
778,Financial Planning,MCQ,Hard,Which comes first in financial planning?,Investing,Goal setting,Tax saving,Insurance buying,B,
779,Risk Management,True False,Hard,Emergency funds reduce financial risk.,TRUE,FALSE,,,A,
780,Risk Management,MCQ,Hard,Which risk arises due to economic changes?,Credit risk,Market risk,Operational risk,Liquidity risk,B,
781,Inflation,True False,Hard,Inflation rate can be negative.,TRUE,FALSE,,,A,
782,Inflation,MCQ,Hard,Deflation means prices?,Rise,Fall,Stay constant,Double,B,
783,Credit Scores,True False,Hard,Credit score is affected by loan defaults.,TRUE,FALSE,,,A,
784,Credit Scores,MCQ,Hard,Which credit type usually has highest interest?,Home loan,Education loan,Credit card,Gold loan,C,
785,Taxation,True False,Hard,Tax evasion is punishable by law.,TRUE,FALSE,,,A,
786,Taxation,MCQ,Hard,Which document shows tax deducted at source?,Salary slip,Form 16,Bank passbook,Invoice,B,
787,Mutual Funds,True False,Hard,Past returns ensure future fund performance.,TRUE,FALSE,,,B,
788,Mutual Funds,MCQ,Hard,Which fund tracks a market index?,Active fund,Index fund,Debt fund,Hybrid fund,B,
789,Digital Payments,True False,Hard,Two factor authentication increases safety.,TRUE,FALSE,,,A,
790,Digital Payments,MCQ,Hard,Which risk is common in digital payments?,Cyber fraud,Physical theft,Weather risk,Inflation risk,A,
791,Insurance,True False,Hard,Nominee and beneficiary are always same.,TRUE,FALSE,,,B,
792,Insurance,MCQ,Hard,Which policy pays on survival till maturity?,Term plan,Endowment plan,Health plan,Motor plan,B,
793,International Trade,True False,Hard,Free trade reduces trade barriers.,TRUE,FALSE,,,A,
794,International Trade,MCQ,Hard,Export incentives aim to?,Reduce exports,Encourage exports,Ban trade,Increase imports,B,
795,Personal Finance Behavior,True False,Hard,Emotional spending affects savings.,TRUE,FALSE,,,A,
796,Personal Finance Behavior,MCQ,Hard,Which emotion often leads to overspending?,Fear,Happiness,Impulse excitement,Discipline,C,
797,Risk Management,True False,Hard,Risk appetite differs among individuals.,TRUE,FALSE,,,A,
798,Financial Planning,MCQ,Hard,Retirement planning mainly depends on?,Current age,Future income needs,Friends plans,Market rumors,B,
799,Insurance,True False,Hard,Policy lapse occurs due to non payment of premium.,TRUE,FALSE,,,A,
800,Digital Payments,True False,Hard,Digital payment records help in expense tracking.,TRUE,FALSE,,,A,
801,Saving & Spending,MCQ,Hard,A student receives 10000 as a one-time scholarship and expects no income for the next 3 months. Which option best balances spending and saving?,Spend most now and save later,Save the entire amount,Allocate money monthly for essentials and save the rest,Spend on non-essentials while prices are low,C,
802,Budgeting,MCQ,Hard,A monthly budget shows expenses always exceeding income even after cutting wants. What is the most logical next step?,Ignore the budget,Use credit cards regularly,Increase income or reduce fixed costs,Stop tracking expenses,C,
803,Banking,True/False,Medium,Keeping large amounts of money idle in a savings account for many years may reduce its real value due to inflation.,TRUE,FALSE,,,A,
804,Digital Payments,MCQ,Hard,A user receives a UPI collect request from an unknown person marked as refund. What is the safest action?,Approve to check details,Reject and report the request,Ask sender for OTP,Pay a small amount first,B,
805,Interest,MCQ,Hard,Two banks offer 10% annual interest: Bank A uses simple interest Bank B uses compound interest annually. After 3 years which statement is correct?,Both give same amount,Bank A gives more,Bank B gives more,Cannot be compared,C,
806,Loans & Credit,True/False,Medium,Even a low-interest loan can become expensive if the repayment period is very long.,TRUE,FALSE,,,A,
807,Insurance,MCQ,Medium,Why is health insurance more critical than life insurance for a teenager with dependent parents?,Premiums are cheaper,Medical emergencies are unpredictable,It gives higher returns,It replaces savings,B,
808,Investment,MCQ,Hard,Which factor most strongly affects long-term investment returns?,Daily price changes,Timing the market perfectly,Staying invested over time,Investing large amounts at once,C,
809,Inflation,True/False,Hard,If inflation is 6% and your savings grow at 5% your real wealth increases.,TRUE,FALSE,,,B,
810,Frauds & Financial Safety,MCQ,Hard,Which situation shows a phishing attempt rather than a genuine bank communication?,Asking to visit branch with ID,Email asking for login details via link,SMS about failed transaction,App notification after payment,B,
811,Saving & Spending,MCQ,Hard,A student has fixed expenses for food and travel every month and limited income. Which action best improves financial stability over time?,Reduce savings to spend more,Track expenses and cut unnecessary costs,Borrow small amounts regularly,Ignore small daily expenses,B,
812,Budgeting,MCQ,Hard,A budget shows higher spending during exam months due to coaching fees. What is the smartest adjustment?,Remove savings permanently,Increase budget only for that period,Stop tracking budget,Take a loan every exam month,B,
813,Banking,MCQ,Medium,Why is keeping money in multiple bank accounts sometimes useful?,It always increases interest,It reduces all risks completely,It helps manage risk and access,Banks require it by law,C,
814,Digital Payments,True or False,Medium,Using the same password for multiple payment apps increases security risk?,TRUE,FALSE,,,A,
815,Interest,MCQ,Hard,If interest is compounded annually then the interest earned each year increases because?,Principal reduces,Interest adds to previous interest,Rate changes automatically,Time becomes shorter,B,
816,Loans & Credit,MCQ,Hard,A person pays only the minimum amount due on a credit bill each month. What is the most likely result?,Loan ends faster,Total interest paid increases,Credit score improves instantly,Repayment time decreases,B,
817,Insurance,True or False,Medium,Insurance is most useful for events that are rare but cause high financial loss?,TRUE,FALSE,,,A,
818,Investment,MCQ,Hard,An investor chooses to diversify investments. What is the main reason?,To guarantee profit,To reduce overall risk,To avoid taxes,To increase short term gains,B,
819,Inflation,MCQ,Hard,If prices rise faster than income over many years what happens to standard of living?,It improves,It remains same,It decreases,It becomes unpredictable,C,
820,Frauds & Financial Safety,MCQ,Hard,Which action best protects against online financial fraud?,Sharing details with friends,Ignoring app updates,Verifying sources before clicking,Responding quickly to unknown calls,C,
821,Saving & Spending,MCQ,Hard,A student saves money every month but often withdraws it for wants. What is the biggest long term problem with this habit?,Lower bank balance,No interest earned,Failure to build real savings,Increased spending power,C,
822,Budgeting,MCQ,Hard,A person follows a budget but ignores irregular expenses like repairs. What is the most likely outcome?,Budget always balances,Sudden financial stress,Higher savings,Better planning accuracy,B,
823,Banking,True or False,Medium,Keeping money in a bank account is safer than storing large cash amounts at home?,TRUE,FALSE,,,A,
824,Digital Payments,MCQ,Hard,A payment app shows a failed transaction but money is debited. What is the best first action?,Panic and repay,Contact bank or app support,Share details online,Ignore the issue,B,
825,Interest,MCQ,Hard,Two investments have the same rate and time but one compounds annually and the other quarterly. Which gives higher returns?,Annual compounding,Quarterly compounding,Both same,Cannot be determined,B,
826,Loans & Credit,MCQ,Hard,Why is taking multiple small loans at the same time risky?,Easier repayment,Lower interest,Higher combined repayment burden,Better credit score,C,
827,Insurance,MCQ,Medium,Why do people pay insurance premiums regularly even if they may not claim?,To earn interest,To avoid saving,For financial protection,To increase income,C,
828,Investment,True or False,Hard,Investing only in one asset type increases financial risk?,TRUE,FALSE,,,A,
829,Inflation,MCQ,Hard,If income remains constant while inflation rises steadily what happens over time?,Purchasing power increases,Purchasing power stays same,Purchasing power decreases,Wealth doubles,C,
830,Frauds & Financial Safety,MCQ,Hard,A message promises reward money for clicking a link. What should be done first?,Click quickly,Share with friends,Verify from official source,Reply to sender,C,
831,Saving & Spending,MCQ,Hard,A student increases income but spending rises at the same rate. What happens to savings over time?,Savings increase,Savings stay same,Savings do not improve,Savings double,C,
832,Budgeting,MCQ,Hard,A budget is reviewed only once a year. What is the biggest risk of this approach?,Less paperwork,Missed spending issues,Higher savings,Better control,B,
833,Banking,MCQ,Medium,Why is maintaining a minimum bank balance important?,To earn rewards,To avoid penalties,To increase interest rate,To get loans faster,B,
834,Digital Payments,True or False,Hard,Approving a collect request on a payment app always means receiving money?,TRUE,FALSE,,,B,
835,Interest,MCQ,Hard,An investment earns compound interest. Why does time matter more than rate in long term growth?,Rate stays fixed,Growth accelerates over time,Interest stops later,Principal reduces,B,
836,Loans & Credit,MCQ,Hard,What is the main danger of delaying loan repayments frequently?,Lower monthly cost,Reduced stress,Increased total interest,Faster loan closure,C,
837,Insurance,MCQ,Medium,Why should insurance coverage be reviewed periodically?,To cancel policy,To match changing needs,To avoid claims,To reduce paperwork,B,
838,Investment,MCQ,Hard,An investor reacts emotionally to market falls and sells quickly. What is the likely result?,Higher long term returns,Reduced risk,Poor investment outcomes,Guaranteed profit,C,
839,Inflation,True or False,Hard,If inflation stays low then long term savings planning is unnecessary?,TRUE,FALSE,,,B,
840,Frauds & Financial Safety,MCQ,Hard,A call claims urgent account verification is needed. What is the safest response?,Share details quickly,Hang up and contact bank,Follow instructions,Transfer small amount,B,
841,Saving & Spending,MCQ,Hard,A student saves regularly but uses savings for impulse purchases. What is the main long term impact?,Better flexibility,Loss of financial discipline,Higher interest,Faster goal achievement,B,
842,Budgeting,MCQ,Hard,Why should emergency expenses be included while planning a budget?,They never occur,They reduce income,They prevent sudden financial pressure,They increase spending,C,
843,Banking,True or False,Medium,Bank deposits are generally safer than keeping large cash at home?,TRUE,FALSE,,,A,
844,Digital Payments,MCQ,Hard,A user enters payment details on a fake website. What risk is highest?,Slower payment,Data theft,App crash,Payment delay,B,
845,Interest,MCQ,Hard,Why does compound interest benefit long term savers more than short term savers?,Interest rate is higher,Time increases growth effect,Principal stays constant,Interest stops later,B,
846,Loans & Credit,MCQ,Hard,A borrower frequently misses due dates but pays later. What is the likely effect?,Lower interest,No impact,Credit score damage,Loan cancellation,C,
847,Insurance,True or False,Medium,Insurance helps transfer financial risk from individual to insurer?,TRUE,FALSE,,,A,
848,Investment,MCQ,Hard,Why is long term investing usually preferred over frequent trading?,Less paperwork,Lower emotional decisions,Guaranteed profits,No risk,B,
849,Inflation,MCQ,Hard,If inflation rises faster than savings growth what happens to future purchasing power?,It increases,It stays same,It decreases,It doubles,C,
850,Frauds & Financial Safety,MCQ,Hard,A message claims prize money and asks for bank details. What should be done?,Reply immediately,Share details,Delete and report,Forward to friends,C,
851,Saving & Spending,MCQ,Hard,A student increases savings rate but income remains fixed. What must change to sustain this habit long term?,Borrow money,Reduce unnecessary spending,Stop saving later,Increase wants,B,
852,Budgeting,MCQ,Hard,A budget ignores future goals like college fees. What is the biggest risk?,Short term comfort,Poor long term planning,Higher income,Lower expenses,B,
853,Digital Payments,True or False,Medium,Entering payment details on unsecured websites increases financial risk?,TRUE,FALSE,,,A,
854,Interest,MCQ,Hard,If compounding frequency increases while rate stays same what happens to final amount?,It decreases,It remains same,It increases,It becomes zero,C,
855,Loans & Credit,MCQ,Hard,A borrower takes a new loan to repay an old one repeatedly. What is this situation called?,Smart refinancing,Debt trap,Credit building,Asset creation,B,
856,Investment,MCQ,Hard,Why does starting investments early give advantage even with small amounts?,Higher risk,More time for compounding,Guaranteed returns,Lower inflation,B,
857,Inflation,True or False,Hard,Inflation affects savers more than spenders in the long term?,TRUE,FALSE,,,A,
858,Frauds & Financial Safety,MCQ,Hard,A fraud message creates urgency and fear. Why is this effective?,It offers rewards,It reduces logical thinking,It increases trust,It improves security,B,
859,Taxation,MCQ,Medium,Why should individuals understand basic income tax rules early?,To avoid earning,To plan finances better,To stop saving,To increase spending,B,
860,Entrepreneurship,MCQ,Hard,A student starts a small business without studying demand. What is the biggest risk?,High profit,Business failure,Faster growth,Low effort,B,
861,Saving & Spending,MCQ,Hard,A student plans to save for a laptop in one year. What is the most effective first step?,Buy accessories now,Estimate total cost and monthly saving,Borrow from friends,Wait for discounts only,B,
862,Budgeting,MCQ,Hard,A budget shows surplus every month but savings remain low. What is the most likely reason?,Income is low,Savings not allocated deliberately,Expenses are fixed,Inflation is zero,B,
863,Digital Payments,MCQ,Medium,Why should payment app notifications be reviewed regularly?,To reduce phone storage,To track errors or fraud,To increase rewards,To speed payments,B,
864,Interest,True or False,Hard,Higher compounding frequency always leads to higher total interest when rate and time are same?,TRUE,FALSE,,,A,
865,Loans & Credit,MCQ,Hard,What happens if credit is used for regular consumption instead of emergencies?,Wealth increases,Financial stress increases,Savings grow,Risk disappears,B,
866,Investment,MCQ,Hard,An investor ignores inflation while planning returns. What is the main mistake?,Overestimating real growth,Reducing risk,Increasing liquidity,Shortening time,A,
867,Inflation,MCQ,Hard,If inflation averages six percent annually what happens to money value over long periods?,It grows faster,It stays constant,It erodes steadily,It becomes irrelevant,C,
868,Frauds & Financial Safety,True or False,Medium,Scammers often use official looking messages to gain trust?,TRUE,FALSE,,,A,
869,Taxation,MCQ,Hard,Why can delaying tax planning increase financial burden later?,Lower income,Missed exemptions,Higher savings,Reduced paperwork,B,
870,Entrepreneurship,MCQ,Hard,A student business prices products without calculating costs. What is the biggest danger?,Faster sales,Operating at a loss,Brand growth,Customer loyalty,B,
871,Saving & Spending,MCQ,Hard,A student increases income through freelancing but lifestyle expenses also rise. What concept explains this problem?,Forced saving,Lifestyle inflation,Budget surplus,Passive income,B,
872,Budgeting,MCQ,Hard,Why should long term goals be broken into monthly budget targets?,To reduce effort,To make goals achievable,To avoid saving,To increase spending,B,
873,Digital Payments,True or False,Medium,Saving card details on unsecured websites increases fraud risk?,TRUE,FALSE,,,A,
874,Interest,MCQ,Hard,An investment doubles faster due to compounding. What factor mainly causes this effect?,Higher tax,Time and reinvestment,Fixed principal,Lower rate,B,
875,Loans & Credit,MCQ,Hard,Why is credit card interest usually higher than loan interest?,Shorter tenure,Unsecured nature,Government rules,Higher limits,B,
876,Investment,MCQ,Hard,An investor chooses safety only and ignores growth. What risk does this create over time?,Market loss,Inflation risk,Liquidity risk,Default risk,B,
877,Inflation,True or False,Hard,Inflation impacts future expenses more than present expenses?,TRUE,FALSE,,,A,
878,Frauds & Financial Safety,MCQ,Hard,A scam message avoids giving verifiable contact details. Why is this a warning sign?,It saves time,It prevents verification,It increases trust,It is legal,B,
879,Taxation,MCQ,Hard,Why does higher income without tax planning reduce net savings?,More spending,Higher tax outflow,Lower income,Fewer goals,B,
880,Entrepreneurship,MCQ,Hard,A student business grows sales but profits remain low. What is the most likely issue?,Weak demand,Poor cost control,High marketing,Low effort,B,
